dyn_page_len,dyn_page_tag_num,dyn_page_tech_num,dyn_page_domain_type_num,dyn_page_like_req_domain_num,dyn_page_unlike_req_domain_num,dyn_page_hidden_tag_num,dyn_page_have_copyright,dyn_page_have_redirect,dyn_res_is_redirect,dyn_res_headers_type_num,dyn_res_constitute_url_num,dyn_res_constitute_domain_type
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,116,1
-1253,-13,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0
-509,-1,0,0,0,0,0,0,0,0,0,11,-1
0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
52895,5,0,0,0,0,0,0,0,0,0,93,0
13,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,5,0
69,0,0,0,0,0,0,0,0,0,0,1,0
-1424,-1,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
83805,613,1,44,33,11,2,0,0,0,0,500,1
0,0,0,0,0,0,0,0,0,0,0,54,0
158486,1287,0,16,17,-1,1,0,0,0,0,316,-1
0,0,0,0,0,0,0,0,0,0,0,1,0
126614,1292,0,60,60,0,0,0,0,0,0,204,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,0,0,0,0,16,0
1364,6,0,0,0,0,0,0,0,0,0,3,0
-111,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,5,1
565655,3345,0,326,302,24,0,0,0,0,0,86,0
-93,-1,0,0,0,0,0,0,0,0,0,24,0
28,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
17755,8,0,2,2,0,0,0,0,0,0,63,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,3,1
-32986,-316,0,-63,-43,-20,1,0,0,0,0,156,0
52311,0,0,0,0,0,-1,0,0,0,0,926,0
0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,0,0,0,0,0,0,0,0,0,283,2
0,0,0,0,0,0,0,0,0,0,0,0,0
51770,654,2,189,0,189,1,0,0,0,0,90,1
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,-1,0,0,0,0,29,0
257,1,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0
503,2,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4342,17,0,26,27,-1,1,0,0,0,0,50,2
0,0,0,0,0,0,0,0,0,0,0,0,0
17649,8,0,2,2,0,-1,0,0,0,0,73,0
305,3,0,0,0,0,1,0,0,0,0,28,0
1371,33,0,0,0,0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,0,0,0,0,1,0
69,0,0,0,0,0,0,0,0,0,0,1,0
-2840,-2,0,0,0,0,0,0,0,0,0,5,0
17821,7,0,2,2,0,-1,0,0,0,0,163,0
51578,71,5,1,1,0,11,0,0,0,0,184,4
30786,6,1,0,0,0,0,0,0,0,0,15,-1
12033,-1,0,0,0,0,2,0,0,0,0,384,1
0,0,0,0,0,0,0,0,0,0,0,0,0
4150,19,0,0,0,0,13,0,0,0,0,309,0
124,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0
88,1,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,5,1
26264,281,0,47,46,1,1,0,0,0,0,227,7
593,3,0,0,0,0,0,0,0,0,0,13,0
-783,6,0,0,0,0,0,0,0,0,0,74,0
107,0,0,0,0,0,0,0,0,0,0,40,0
1012,6,0,0,0,0,0,0,0,0,0,27,0
6912,0,0,0,0,0,-1,0,0,0,0,74,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,1,0
60529,896,0,144,141,3,1,0,0,0,0,560,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-108,-4,0,-1,-1,0,0,0,0,0,0,25,-1
-399,-3,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
24177,69,0,1,1,0,11,0,0,0,0,99,-1
29998,4,0,0,0,0,0,0,0,0,0,15,0
-412723,-1325,7,131,88,43,10,0,0,0,0,647,2
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0
15940,6,0,2,2,0,0,0,0,0,0,69,0
9013,64,0,0,0,0,13,0,0,0,0,291,-1
1613380,8871,0,1001,980,21,5,0,0,0,0,163,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
219545,40,0,4,4,0,6,0,0,0,0,107,2
241674,34,0,4,0,4,3,0,0,0,0,23,1
0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,5,1
-576,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
-1047,-14,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0
19412,18,2,0,0,0,0,0,0,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,5,1
1390,5,1,0,0,0,1,0,0,0,0,36,-2
0,0,0,0,0,0,0,0,0,0,0,2,2
528,1,0,1,0,1,0,0,0,0,0,2,0
1324,11,0,2,2,0,1,0,0,0,0,294,-16
0,0,0,0,0,0,0,0,0,0,0,0,0
36245,209,0,28,8,20,7,0,0,0,0,1846,5
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0
12087,39,1,0,0,0,19,0,0,0,0,956,0
557,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2078,-71,0,0,0,0,5,0,0,0,0,1989,-1
2124,2,0,0,0,0,0,0,0,0,0,31,1
426,2,1,0,0,0,0,0,0,0,0,35,-1
0,0,0,0,0,0,0,0,0,0,0,0,0
607,1,0,0,0,0,1,0,0,0,0,148,0
-32910,6,0,1,1,0,0,0,0,0,0,39,0
2396,5,1,0,0,0,-1,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,50,0
0,0,0,0,0,0,0,0,0,0,0,1,0
3636,11,0,0,0,0,4,0,0,0,0,122,1
11586,188,0,0,0,0,1,0,0,0,0,79,3
13194,158,0,92,69,23,1,1,0,0,0,23,0
9118,109,0,71,50,21,0,0,0,0,0,16,0
603684,525,3,25,10,15,17,0,0,0,0,734,3
22168,73,2,6,4,2,1,0,0,0,0,47,-1
-992,-1,0,0,0,0,-1,0,0,0,0,3,0
-1,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,5,0
114912,897,0,-19,-11,-8,0,0,0,0,0,220,1
117331,912,0,-19,-11,-8,0,0,0,0,0,226,0
0,0,0,0,0,0,0,0,0,0,0,0,0
38441,144,1,56,39,17,52,0,0,0,0,859,9
84423,1509,0,160,160,0,0,0,0,0,0,227,1
0,0,0,0,0,0,0,0,0,0,0,2,0
117280,4,0,0,0,0,0,0,0,0,0,22,-1
15,1,0,0,0,0,0,0,0,0,0,6,0
23,0,0,0,0,0,0,0,0,0,0,19,1
337420,1878,0,123,123,0,60,0,0,0,0,141,3
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
17027,1,0,0,0,0,1,0,0,0,0,147,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
3861,13,0,0,0,0,2,0,0,0,0,135,0
2913,1,0,0,0,0,1,0,0,0,0,77,3
0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
31913,284,0,32,28,4,3,0,0,0,0,213,8
797,2,0,0,0,0,0,0,0,0,0,93,-1
739,2,0,0,0,0,0,0,0,0,0,18,0
7933,246,-1,32,30,2,5,0,0,0,0,520,0
989,4,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0
17902,8,0,2,2,0,-1,0,0,0,0,82,1
117663,805,0,74,74,0,4,0,0,0,0,366,2
0,0,0,0,0,0,0,0,0,0,0,5,0
249730,2773,0,240,240,0,0,0,0,0,0,55,0
633,1,0,0,0,0,0,0,0,0,0,3,0
26,0,0,0,0,0,0,0,0,0,0,29,1
2173,14,0,0,0,0,1,0,0,0,0,22,2
1823,14,0,0,0,0,2,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,54,0
-2358,10,0,0,0,0,8,0,0,0,0,671,6
0,0,0,0,0,0,0,0,0,0,0,0,0
12321,2,0,0,0,0,1,0,0,0,0,59,0
1155,34,1,0,0,0,5,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,5,1
17835,8,0,2,2,0,-1,0,0,0,0,89,1
4895,24,0,0,0,0,0,0,0,0,0,32,0
67894,1080,0,120,120,0,0,0,0,0,0,133,1
266,2,0,0,0,0,15,0,0,0,0,70,3
0,0,0,0,0,0,0,0,0,0,0,0,0
5939,42,0,3,3,0,1,0,0,0,0,228,0
53860,102,2,0,0,0,5,0,0,0,0,544,2
37277,24,0,0,0,0,2,0,0,0,0,52,0
63077,543,0,93,93,0,1,0,0,0,0,509,1
67484,229,3,3,0,3,6,0,0,0,0,317,6
45825,260,0,48,40,8,3,1,0,0,0,132,5
0,0,0,0,0,0,0,0,0,0,0,0,0
1439059,3363,0,24,14,10,136,1,0,0,0,46,1
118048,208,0,3,2,1,0,0,0,0,0,27,0
-23375,-9,0,-3,-4,1,0,0,0,0,0,272,-1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
214,1,0,0,0,0,1,0,0,0,0,75,-1
0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0
177758,1072,1,100,61,39,0,0,0,0,0,1,-1
8953,35,0,4,4,0,2,0,0,0,0,145,3
2412,2,0,0,0,0,1,0,0,0,0,179,0
0,0,0,0,0,0,0,0,0,0,0,0,0
588198,4991,1,2,0,2,0,0,0,0,0,131,5
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
316569,1004,2,84,82,2,60,0,0,0,0,818,3
136093,167,0,2,0,2,3,0,0,0,0,61,0
6,0,0,0,0,0,0,0,0,0,0,11,1
2106,12,0,0,0,0,1,0,0,0,0,33,2
859114,7653,0,1696,1696,0,2,0,0,0,0,117,0
0,0,0,0,0,0,0,0,0,0,0,13,0
10737,83,0,12,4,8,2,0,0,0,0,67,0
0,0,0,0,0,0,0,0,0,0,0,5,1
142127,1033,0,73,73,0,-1,0,0,0,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-7775,1,0,0,0,0,0,0,0,0,0,89,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
270220,3794,0,610,520,90,1,0,0,0,0,166,3
1469,6,0,0,0,0,0,0,0,0,0,37,0
448,7,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
730,9,0,3,3,0,0,0,0,0,0,4,0
946,11,0,3,3,0,0,0,0,0,0,4,0
7871,11,0,0,0,0,1,0,0,0,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
47360,32,0,0,-2,2,3,0,0,0,0,141,4
0,0,0,0,0,0,0,0,0,0,0,0,0
21203,57,0,6,6,0,-2,0,0,0,0,86,2
143565,1716,0,2,2,0,0,0,0,0,0,6,0
318,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2794,-90,0,0,0,0,-1,0,0,0,0,37,0
194731,73,2,7,3,4,1,0,0,0,0,50,0
22911,296,0,59,59,0,0,0,0,0,0,17,1
1370,6,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
163119,715,7,56,30,26,9,0,0,0,0,215,0
0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,0,2,0
1275,6,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0
68143,661,0,89,43,46,-2,0,0,0,0,102,0
0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0
667,8,1,0,0,0,0,0,0,0,0,60,0
237,0,0,0,-3,3,0,0,0,0,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
76080,519,1,93,83,10,7,0,0,0,0,246,1
0,0,0,0,0,0,0,0,0,0,0,0,0
-148,-1,0,0,0,0,0,0,0,0,0,55,-1
77063,207,3,36,30,6,2,1,0,0,0,32,0
2239,-1,0,0,0,0,-1,0,0,0,0,30,0
-121,-1,0,0,0,0,-1,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
49259,175,0,26,9,17,-1,0,0,0,0,251,0
10249,0,0,0,0,0,0,0,0,0,0,128,0
18,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
157158,2036,3,149,149,0,103,0,0,0,0,204,2
27797,68,1,8,8,0,0,0,0,0,0,75,0
223356,912,3,217,217,0,18,0,0,0,0,1043,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
16823,96,3,8,8,0,13,0,0,0,0,255,1
42,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0
279157,1681,0,183,56,127,109,0,0,0,0,474,4
7364,2,0,0,0,0,2,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,172,1
0,0,0,0,0,0,0,0,0,0,0,2,0
78190,201,0,8,0,8,0,0,0,0,0,342,-1
0,0,0,0,0,0,0,0,0,0,0,0,0
62507,297,0,65,39,26,0,0,0,0,0,229,-3
0,0,0,0,0,0,0,0,0,0,0,1,0
14289,28,2,0,0,0,2,0,0,0,0,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,-1,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,-2,0,0,0,0,1,0
28935,46,1,0,0,0,1,0,0,0,0,147,6
281959,673,0,84,16,68,6,0,0,0,0,406,-1
17,0,0,0,0,0,4,0,0,0,0,3,0
8976,-1,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,1,0
223846,2707,0,179,179,0,1,0,0,0,0,197,0
471231,34,1,0,0,0,2,0,0,0,0,629,1
106159,38,1,13,12,1,3,0,0,0,0,124,9
0,0,0,0,0,0,0,0,0,0,0,5,1
24948,154,0,4,0,4,0,0,0,0,0,139,0
0,0,0,0,0,0,0,0,0,0,0,5,1
4177,16,0,0,0,0,0,0,0,0,0,28,2
4708,21,0,0,0,0,0,0,0,0,0,46,2
0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0
22485,11,0,0,0,0,2,0,0,0,0,217,1
45525,180,0,10,0,10,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0
459,0,0,0,0,0,6,0,0,0,0,3,0
51446,289,0,48,48,0,13,0,0,0,0,575,1
0,0,0,0,0,0,0,0,0,0,0,0,0
155224,251,1,4,2,2,15,0,0,0,0,130,3
170941,819,0,116,28,88,13,0,0,0,0,673,0
994,4,0,0,0,0,0,0,0,0,0,8,0
9783,41,0,3,2,1,5,0,0,0,0,154,0
-119,-1,0,0,0,0,0,0,0,0,0,34,2
0,0,0,0,0,0,0,0,0,0,0,5,1
112,1,0,0,0,0,1,0,0,0,0,13,0
-2172,0,0,0,0,0,0,0,0,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0,0,0,1,0,0,0,0,97,0
58281,868,0,99,0,99,0,0,0,0,0,252,0
481,3,0,0,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0
35288,111,2,0,0,0,16,0,0,0,0,362,4
140,2,0,0,0,0,1,0,0,0,0,13,1
29,0,0,0,0,0,0,0,0,0,0,0,0
238,-1,0,0,0,0,-1,0,0,0,0,6,0
1145,3,0,0,0,0,0,0,0,0,0,15,0
-2665,0,0,0,0,0,0,0,0,0,0,39,1
68358,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
1514,1,0,0,0,0,1,0,0,0,0,155,0
5564,32,1,-1,23,-24,8,0,0,0,0,72,2
19953,105,0,17,1,16,2,0,0,0,0,111,-1
21,0,0,0,0,0,0,0,0,0,0,11,0
1364,6,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0
2130,9,0,0,0,0,2,0,0,0,0,67,0
2172,9,0,0,0,0,2,0,0,0,0,66,0
338,1,0,0,0,0,0,0,0,0,0,39,0
2821,11,0,0,0,0,0,0,0,0,0,413,0
37886,364,1,19,19,0,7,0,0,0,0,184,6
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
45844,41,1,0,0,0,6,0,0,0,0,120,0
4091,13,0,0,0,0,5,0,0,0,0,26,0
37983,331,5,40,40,0,25,0,0,0,0,626,0
0,0,0,0,0,0,0,0,0,0,0,0,0
126174,539,4,12,6,6,42,0,0,0,0,567,1
0,0,0,0,0,0,0,0,0,0,0,5,1
112,1,0,0,0,0,1,0,0,0,0,26,-1
0,0,0,0,0,0,0,0,0,0,0,7,0
13313,66,1,2,1,1,12,0,0,0,0,167,0
98002,677,0,143,143,0,2,0,0,0,0,491,5
0,0,0,0,0,0,0,0,0,0,0,0,0
2489,40,0,5,5,0,1,0,0,0,0,127,1
-2553,42,0,5,1,4,-1,0,0,0,0,17,2
135634,209,1,2,0,2,10,0,0,0,0,149,0
131969,202,1,2,0,2,7,0,0,0,0,69,0
200325,380,3,4,2,2,56,0,0,0,0,514,1
35401,214,-2,61,13,48,21,0,0,0,0,435,2
-4,0,0,0,0,0,0,0,0,0,0,0,0
31048,228,2,0,0,0,2,0,0,0,0,89,3
-132,-1,0,0,0,0,0,0,0,0,0,18,0
-132,-1,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0
119305,794,1,94,8,86,6,0,0,0,0,463,0
151,1,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,5,1
130731,64,1,6,6,0,0,0,0,0,0,35,0
124169,22,1,0,0,0,0,0,0,0,0,33,0
4235,23,1,2,2,0,4,0,0,0,0,98,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
118311,1517,0,72,72,0,1,0,0,0,0,169,12
380,2,0,0,0,0,1,0,0,0,0,5,0
15,0,0,0,0,0,1,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,1,0
668472,3770,2,350,327,23,46,1,0,0,0,205,1
193638,801,1,3,3,0,6,0,0,0,0,72,0
124511,165,2,2,0,2,5,0,0,0,0,67,2
24235,120,1,5,5,0,2,0,0,0,0,25,0
430,2,0,0,0,0,2,0,0,0,0,48,1
430,2,0,0,0,0,2,0,0,0,0,43,1
130697,1647,0,201,182,19,0,0,0,0,0,77,-1
0,0,0,0,0,0,0,0,0,0,0,3,0
1211,3,0,0,0,0,1,0,0,0,0,17,0
1253,4,0,0,0,0,1,0,0,0,0,5,0
184797,1245,0,165,165,0,31,0,0,0,0,111,0
0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2037,7,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
33425,207,1,20,20,0,0,0,0,0,0,197,3
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
573,1,0,0,0,0,0,0,0,0,0,24,0
330,0,0,0,0,0,-1,0,0,0,0,37,4
25191,133,0,15,15,0,6,0,0,0,0,375,1
0,0,0,0,0,0,0,0,0,0,0,1,-1
128614,197,0,3,0,3,0,0,0,0,0,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0
22894,56,0,7,2,5,0,0,0,0,0,35,3
43669,116,0,2,2,0,-1,0,0,0,0,55,2
617,1,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,2,0
28321,106,0,3,3,0,6,0,0,0,0,180,0
1451,5,1,0,0,0,0,0,0,0,0,18,0
11360,120,1,72,55,17,1,0,0,0,0,39,0
0,0,0,0,0,0,0,0,0,0,0,3,0
651,2,0,0,0,0,1,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2762,6,0,0,0,0,0,0,0,0,0,17,0
991,2,0,0,0,0,0,0,0,0,0,7,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1
